season,date,dow,home,away,stadium,crowd
2025,2025-06-12,목,LG,SSG,잠실,18321
2025,2025-06-13,금,NC,KIA,창원,8362
2025,2025-06-14,토,삼성,KT,대구,24000
2025,2025-06-14,토,한화,LG,대전,17000
2025,2025-06-14,토,SSG,롯데,문학,23000
2025,2025-06-14,토,두산,키움,잠실,18390
2025,2025-06-14,토,NC,KIA,창원,15000
2025,2025-06-15,일,삼성,KT,대구,24000
2025,2025-06-15,일,한화,LG,대전,17000
2025,2025-06-15,일,SSG,롯데,문학,20960
2025,2025-06-15,일,두산,키움,잠실,11744
2025,2025-06-15,일,NC,KIA,창원,12470
2025,2025-06-17,화,키움,SSG,고척,6205
2025,2025-06-17,화,KIA,KT,광주,10596
2025,2025-06-17,화,삼성,두산,대구,23044
2025,2025-06-17,화,롯데,한화,사직,22669
2025,2025-06-17,화,LG,NC,잠실,15069
2025,2025-06-18,수,키움,SSG,고척,6941
2025,2025-06-18,수,KIA,KT,광주,16311
2025,2025-06-18,수,삼성,두산,대구,23385
2025,2025-06-18,수,롯데,한화,사직,22669
2025,2025-06-18,수,LG,NC,잠실,16103
2025,2025-06-19,목,키움,SSG,고척,7032
2025,2025-06-19,목,KIA,KT,광주,14079
2025,2025-06-19,목,삼성,두산,대구,23355
2025,2025-06-19,목,롯데,한화,사직,22669
2025,2025-06-19,목,LG,NC,잠실,15636
2025,2025-06-20,금,롯데,삼성,사직,21911
2025,2025-06-21,토,SSG,KIA,문학,23000
2025,2025-06-21,토,KT,NC,수원,13680
2025,2025-06-21,토,LG,두산,잠실,23750
2025,2025-06-22,일,한화,키움,대전,17000
2025,2025-06-22,일,SSG,KIA,문학,23000
2025,2025-06-22,일,롯데,삼성,사직,22669
2025,2025-06-22,일,KT,NC,수원,12059
2025,2025-06-22,일,LG,두산,잠실,23750
2025,2025-06-24,화,키움,KIA,고척,16000
2025,2025-06-24,화,KT,LG,수원,9335
2025,2025-06-24,화,두산,SSG,잠실,12141
2025,2025-06-25,수,키움,KIA,고척,16000
2025,2025-06-25,수,삼성,한화,대구,24000
2025,2025-06-25,수,NC,롯데,창원,15587
2025,2025-06-26,목,키움,KIA,고척,16000
2025,2025-06-26,목,삼성,한화,대구,24000
2025,2025-06-26,목,KT,LG,수원,13365
2025,2025-06-26,목,두산,SSG,잠실,13553
2025,2025-06-26,목,NC,롯데,창원,16335
2025,2025-06-27,금,키움,삼성,고척,16000
2025,2025-06-27,금,SSG,한화,문학,23000
2025,2025-06-27,금,롯데,KT,사직,22669
2025,2025-06-27,금,LG,KIA,잠실,23750
2025,2025-06-27,금,NC,두산,창원,8025
2025,2025-06-28,토,키움,삼성,고척,16000
2025,2025-06-28,토,SSG,한화,문학,23183
2025,2025-06-28,토,롯데,KT,사직,22669
2025,2025-06-28,토,LG,KIA,잠실,23750
2025,2025-06-28,토,NC,두산,창원,12961
2025,2025-06-29,일,키움,삼성,고척,16000
2025,2025-06-29,일,SSG,한화,문학,23000
2025,2025-06-29,일,롯데,KT,사직,22669
2025,2025-06-29,일,LG,KIA,잠실,23750
2025,2025-06-29,일,NC,두산,창원,9894
2025,2025-07-01,화,KIA,SSG,광주,11782
2025,2025-07-01,화,한화,NC,대전,17000
2025,2025-07-01,화,롯데,LG,사직,19627
2025,2025-07-01,화,KT,키움,수원,5616
2025,2025-07-01,화,두산,삼성,잠실,18022
2025,2025-07-02,수,KIA,SSG,광주,11827
2025,2025-07-02,수,한화,NC,대전,17000
2025,2025-07-02,수,롯데,LG,사직,20661
2025,2025-07-02,수,KT,키움,수원,6787
2025,2025-07-02,수,두산,삼성,잠실,20448
2025,2025-07-03,목,KIA,SSG,광주,13013
2025,2025-07-03,목,한화,NC,대전,17000
2025,2025-07-03,목,롯데,LG,사직,21914
2025,2025-07-03,목,KT,키움,수원,8540
2025,2025-07-03,목,두산,삼성,잠실,21525
2025,2025-07-04,금,키움,한화,고척,16000
2025,2025-07-04,금,KIA,롯데,광주,20500
2025,2025-07-04,금,삼성,LG,대구,24000
2025,2025-07-04,금,두산,KT,잠실,16101
2025,2025-07-04,금,NC,SSG,창원,11147
2025,2025-07-05,토,키움,한화,고척,16000
2025,2025-07-05,토,KIA,롯데,광주,20500
2025,2025-07-05,토,삼성,LG,대구,24000
2025,2025-07-05,토,두산,KT,잠실,19774
2025,2025-07-05,토,NC,SSG,창원,12028
2025,2025-07-06,일,키움,한화,고척,16000
2025,2025-07-06,일,KIA,롯데,광주,20500
2025,2025-07-06,일,삼성,LG,대구,24000
2025,2025-07-06,일,두산,KT,잠실,23750
2025,2025-07-06,일,NC,SSG,창원,7726
2025,2025-07-08,화,한화,KIA,대전,17000
2025,2025-07-08,화,SSG,KT,문학,10812
2025,2025-07-08,화,롯데,두산,사직,18541
2025,2025-07-08,화,LG,키움,잠실,16098
2025,2025-07-08,화,NC,삼성,창원,8294
2025,2025-07-09,수,한화,KIA,대전,17000
2025,2025-07-09,수,SSG,KT,문학,10259
2025,2025-07-09,수,롯데,두산,사직,19071
2025,2025-07-09,수,LG,키움,잠실,16400
2025,2025-07-09,수,NC,삼성,창원,9220
2025,2025-07-10,목,한화,KIA,대전,17000
2025,2025-07-10,목,SSG,KT,문학,10817
2025,2025-07-10,목,롯데,두산,사직,21199
2025,2025-07-10,목,LG,키움,잠실,16628
2025,2025-07-10,목,NC,삼성,창원,10106
2025,2025-07-18,금,KT,한화,수원,18700
2025,2025-07-18,금,LG,롯데,잠실,23750
2025,2025-07-19,토,SSG,두산,문학,19877
2025,2025-07-19,토,KT,한화,수원,18700
2025,2025-07-19,토,LG,롯데,잠실,23750
2025,2025-07-20,일,KIA,NC,광주,16985
2025,2025-07-20,일,삼성,키움,대구,24000
2025,2025-07-20,일,SSG,두산,문학,18102
2025,2025-07-20,일,KT,한화,수원,18700
2025,2025-07-20,일,LG,롯데,잠실,23750
2025,2025-07-22,화,키움,롯데,고척,15362
2025,2025-07-22,화,KIA,LG,광주,12468
2025,2025-07-22,화,삼성,SSG,대구,22896
2025,2025-07-22,화,두산,한화,잠실,23750
2025,2025-07-22,화,NC,KT,창원,6302
2025,2025-07-23,수,키움,롯데,고척,15325
2025,2025-07-23,수,KIA,LG,광주,12172
2025,2025-07-23,수,삼성,SSG,대구,23304
2025,2025-07-23,수,두산,한화,잠실,23750
2025,2025-07-23,수,NC,KT,창원,6375
2025,2025-07-24,목,키움,롯데,고척,15216
2025,2025-07-24,목,KIA,LG,광주,12364
2025,2025-07-24,목,삼성,SSG,대구,24000
2025,2025-07-24,목,두산,한화,잠실,23750
2025,2025-07-24,목,NC,KT,창원,5157
2025,2025-07-25,금,한화,SSG,대전,17000
2025,2025-07-25,금,롯데,KIA,사직,22669
2025,2025-07-25,금,KT,삼성,수원,18700
2025,2025-07-25,금,두산,LG,잠실,20007
2025,2025-07-25,금,NC,키움,창원,6171
2025,2025-07-26,토,한화,SSG,대전,17000
2025,2025-07-26,토,롯데,KIA,사직,22669
2025,2025-07-26,토,KT,삼성,수원,18700
2025,2025-07-26,토,두산,LG,잠실,23750
2025,2025-07-26,토,NC,키움,창원,10690
2025,2025-07-27,일,한화,SSG,대전,17000
2025,2025-07-27,일,롯데,KIA,사직,22669
2025,2025-07-27,일,KT,삼성,수원,18700
2025,2025-07-27,일,두산,LG,잠실,20780
2025,2025-07-27,일,NC,키움,창원,8115
2025,2025-07-29,화,KIA,두산,광주,14329
2025,2025-07-29,화,한화,삼성,대전,17000
2025,2025-07-29,화,SSG,키움,문학,10177
2025,2025-07-29,화,롯데,NC,사직,22669
2025,2025-07-29,화,LG,KT,잠실,17294
2025,2025-07-30,수,KIA,두산,광주,15391
2025,2025-07-30,수,한화,삼성,대전,17000
2025,2025-07-30,수,SSG,키움,문학,10514
2025,2025-07-30,수,롯데,NC,사직,22669
2025,2025-07-30,수,LG,KT,잠실,17782
2025,2025-07-31,목,KIA,두산,광주,15584
2025,2025-07-31,목,한화,삼성,대전,17000
2025,2025-07-31,목,SSG,키움,문학,10917
2025,2025-07-31,목,롯데,NC,사직,22669
2025,2025-07-31,목,LG,KT,잠실,17630
2025,2025-08-01,금,키움,롯데,고척,16000
2025,2025-08-01,금,KIA,한화,광주,20500
2025,2025-08-01,금,삼성,LG,대구,24000
2025,2025-08-01,금,두산,SSG,잠실,15073
2025,2025-08-01,금,NC,KT,창원,7590
2025,2025-08-02,토,키움,롯데,고척,16000
2025,2025-08-02,토,삼성,LG,대구,24000
2025,2025-08-02,토,두산,SSG,잠실,17278
2025,2025-08-02,토,NC,KT,창원,9940
2025,2025-08-03,일,키움,롯데,고척,16000
2025,2025-08-03,일,삼성,LG,대구,24000
2025,2025-08-03,일,두산,SSG,잠실,14422
2025,2025-08-03,일,NC,KT,창원,7561
2025,2025-08-05,화,한화,KT,대전,16783
2025,2025-08-05,화,SSG,삼성,문학,13850
2025,2025-08-05,화,롯데,KIA,사직,22669
2025,2025-08-05,화,LG,두산,잠실,20239
2025,2025-08-05,화,NC,키움,창원,6661
2025,2025-08-06,수,한화,KT,대전,13919
2025,2025-08-06,수,SSG,삼성,문학,12003
2025,2025-08-06,수,롯데,KIA,사직,20944
2025,2025-08-06,수,LG,두산,잠실,20427
2025,2025-08-06,수,NC,키움,창원,5776
2025,2025-08-07,목,한화,KT,대전,17000
2025,2025-08-07,목,SSG,삼성,문학,15174
2025,2025-08-07,목,롯데,KIA,사직,22104
2025,2025-08-07,목,LG,두산,잠실,21392
2025,2025-08-07,목,NC,키움,창원,5893
2025,2025-08-08,금,키움,두산,고척,12841
2025,2025-08-08,금,롯데,SSG,사직,20091
2025,2025-08-08,금,KT,삼성,수원,18700
2025,2025-08-08,금,LG,한화,잠실,23750
2025,2025-08-08,금,NC,KIA,창원,12141
2025,2025-08-09,토,키움,두산,고척,16000
2025,2025-08-09,토,KT,삼성,수원,18700
2025,2025-08-09,토,LG,한화,잠실,23750
2025,2025-08-10,일,키움,두산,고척,15111
2025,2025-08-10,일,롯데,SSG,사직,22062
2025,2025-08-10,일,KT,삼성,수원,18700
2025,2025-08-10,일,LG,한화,잠실,23750
2025,2025-08-10,일,NC,KIA,창원,10773
2025,2025-08-12,화,삼성,KIA,대구,22522
2025,2025-08-12,화,한화,롯데,대전,17000
2025,2025-08-12,화,SSG,키움,문학,10091
2025,2025-08-12,화,KT,LG,수원,14407
2025,2025-08-12,화,두산,NC,잠실,11590
2025,2025-08-13,수,삼성,KIA,대구,24000
2025,2025-08-13,수,한화,롯데,대전,17000
2025,2025-08-14,목,삼성,KIA,대구,24000
2025,2025-08-14,목,한화,롯데,대전,17000
2025,2025-08-14,목,SSG,키움,문학,9461
2025,2025-08-14,목,두산,NC,잠실,10938
2025,2025-08-15,금,키움,KT,고척,11585
2025,2025-08-15,금,SSG,LG,문학,23000
2025,2025-08-15,금,롯데,삼성,사직,22669
2025,2025-08-15,금,두산,KIA,잠실,23750
2025,2025-08-15,금,NC,한화,창원,17983
2025,2025-08-16,토,키움,KT,고척,10163
2025,2025-08-16,토,SSG,LG,문학,23000
2025,2025-08-16,토,롯데,삼성,사직,22669
2025,2025-08-16,토,두산,KIA,잠실,23750
2025,2025-08-16,토,NC,한화,창원,17983
2025,2025-08-17,일,키움,KT,고척,8838
2025,2025-08-17,일,SSG,LG,문학,23000
2025,2025-08-17,일,롯데,삼성,사직,22669
2025,2025-08-17,일,두산,KIA,잠실,23750
2025,2025-08-17,일,NC,한화,창원,12179
2025,2025-08-19,화,KIA,키움,광주,11023
2025,2025-08-19,화,한화,두산,대전,16580
2025,2025-08-19,화,KT,SSG,수원,8853
2025,2025-08-19,화,LG,롯데,잠실,23750
2025,2025-08-19,화,NC,삼성,창원,8343
2025,2025-08-20,수,KIA,키움,광주,10503
2025,2025-08-20,수,한화,두산,대전,16054
2025,2025-08-20,수,KT,SSG,수원,9062
2025,2025-08-20,수,LG,롯데,잠실,23750
2025,2025-08-20,수,NC,삼성,창원,9430
2025,2025-08-21,목,KIA,키움,광주,10061
2025,2025-08-21,목,한화,두산,대전,16369
2025,2025-08-21,목,KT,SSG,수원,9912
2025,2025-08-21,목,LG,롯데,잠실,23750
2025,2025-08-21,목,NC,삼성,창원,9832
2025,2025-08-22,금,KIA,LG,광주,14633
2025,2025-08-22,금,삼성,키움,대구,24000
2025,2025-08-22,금,한화,SSG,대전,16446
2025,2025-08-22,금,두산,KT,잠실,16397
2025,2025-08-22,금,NC,롯데,창원,17983
2025,2025-08-23,토,KIA,LG,광주,20500
2025,2025-08-23,토,삼성,키움,대구,24000
2025,2025-08-23,토,한화,SSG,대전,17000
2025,2025-08-23,토,두산,KT,잠실,21834
2025,2025-08-23,토,NC,롯데,창원,17983
2025,2025-08-24,일,KIA,LG,광주,15128
2025,2025-08-24,일,삼성,키움,대구,24000
2025,2025-08-24,일,한화,SSG,대전,17000
2025,2025-08-24,일,두산,KT,잠실,17905
2025,2025-08-24,일,NC,롯데,창원,17983
2025,2025-08-26,화,키움,한화,고척,16000
2025,2025-08-26,화,SSG,KIA,문학,17488
2025,2025-08-26,화,롯데,KT,사직,16116
2025,2025-08-26,화,두산,삼성,잠실,20491
2025,2025-08-26,화,NC,LG,창원,6496
2025,2025-08-27,수,키움,한화,고척,16000
2025,2025-08-27,수,SSG,KIA,문학,17688
2025,2025-08-27,수,롯데,KT,사직,16826
2025,2025-08-27,수,두산,삼성,잠실,21198
2025,2025-08-27,수,NC,LG,창원,8337
2025,2025-08-28,목,키움,한화,고척,16000
2025,2025-08-28,목,SSG,KIA,문학,17833
2025,2025-08-28,목,롯데,KT,사직,17273
2025,2025-08-28,목,두산,삼성,잠실,23126
2025,2025-08-28,목,NC,LG,창원,9528
2025,2025-08-29,금,한화,삼성,대전,17000
2025,2025-08-29,금,SSG,NC,문학,11509
2025,2025-08-29,금,롯데,두산,사직,19473
2025,2025-08-29,금,KT,KIA,수원,18700
2025,2025-08-29,금,LG,키움,잠실,22231
2025,2025-08-30,토,한화,삼성,대전,17000
2025,2025-08-30,토,SSG,NC,문학,20449
2025,2025-08-30,토,롯데,두산,사직,22669
2025,2025-08-30,토,KT,KIA,수원,18700
2025,2025-08-30,토,LG,키움,잠실,23750
2025,2025-08-31,일,한화,삼성,대전,17000
2025,2025-08-31,일,SSG,NC,문학,13129
2025,2025-08-31,일,롯데,두산,사직,20350
2025,2025-08-31,일,KT,KIA,수원,18700
2025,2025-08-31,일,LG,키움,잠실,22503
2025,2025-09-02,화,한화,KIA,대전,16730
2025,2025-09-02,화,SSG,키움,문학,11112
2025,2025-09-02,화,KT,NC,수원,6710
2025,2025-09-02,화,LG,롯데,잠실,23750
2025,2025-09-03,수,KIA,SSG,광주,14468
2025,2025-09-03,수,삼성,키움,대구,22446
2025,2025-09-03,수,한화,NC,대전,17000
2025,2025-09-03,수,KT,롯데,수원,14910
2025,2025-09-04,목,KT,LG,수원,12424
2025,2025-09-04,목,NC,두산,창원,5335
2025,2025-09-05,금,삼성,키움,대구,24000
2025,2025-09-05,금,SSG,롯데,문학,21529
2025,2025-09-05,금,NC,두산,창원,6590
2025,2025-09-06,토,삼성,한화,대구,24000
2025,2025-09-06,토,NC,KIA,창원,15040
2025,2025-09-07,일,삼성,한화,대구,24000
2025,2025-09-07,일,LG,SSG,잠실,23750
2025,2025-09-07,일,NC,KIA,창원,11095
2025,2025-09-09,화,키움,LG,고척,14773
2025,2025-09-09,화,롯데,한화,사직,18109
2025,2025-09-09,화,KT,두산,수원,12252
2025,2025-09-10,수,KIA,삼성,광주,9793
2025,2025-09-10,수,롯데,한화,사직,22011
2025,2025-09-10,수,두산,LG,잠실,17856
2025,2025-09-10,수,NC,SSG,창원,4514
2025,2025-09-11,목,키움,NC,고척,7035
2025,2025-09-11,목,KIA,롯데,광주,9614
2025,2025-09-11,목,삼성,SSG,대구,24000
2025,2025-09-11,목,LG,KT,잠실,20722
2025,2025-09-12,금,KIA,두산,광주,9617
2025,2025-09-13,토,삼성,KT,대구,24000
2025,2025-09-13,토,한화,키움,대전,17000
2025,2025-09-13,토,롯데,SSG,사직,22669
2025,2025-09-13,토,LG,KIA,잠실,23750
2025,2025-09-13,토,NC,두산,창원,12658
2025,2025-09-14,일,삼성,KT,대구,24000
2025,2025-09-14,일,한화,키움,대전,17000
2025,2025-09-14,일,LG,KIA,잠실,23750
2025,2025-09-14,일,NC,두산,창원,11711
2025,2025-09-15,월,한화,키움,대전,17000
2025,2025-09-16,화,KIA,한화,광주,9197
2025,2025-09-16,화,삼성,롯데,대구,24000
2025,2025-09-16,화,KT,LG,수원,11481
2025,2025-09-16,화,두산,키움,잠실,12716
2025,2025-09-16,화,NC,SSG,창원,5145
2025,2025-09-17,수,KIA,한화,광주,6782
2025,2025-09-17,수,두산,키움,잠실,10037
2025,2025-09-17,수,NC,SSG,창원,5083
2025,2025-09-18,목,KIA,한화,광주,10841
2025,2025-09-18,목,KT,LG,수원,7016
2025,2025-09-18,목,KT,LG,수원,14875
2025,2025-09-18,목,두산,키움,잠실,13498
2025,2025-09-18,목,NC,삼성,창원,12039
2025,2025-09-19,금,NC,롯데,창원,17983
2025,2025-09-20,토,KIA,NC,광주,17739
2025,2025-09-20,토,SSG,두산,문학,23000
2025,2025-09-20,토,롯데,키움,사직,22669
2025,2025-09-20,토,KT,한화,수원,18700
2025,2025-09-20,토,LG,삼성,잠실,23750
2025,2025-09-21,일,KIA,NC,광주,13805
2025,2025-09-21,일,SSG,두산,문학,23000
2025,2025-09-21,일,KT,삼성,수원,18700
2025,2025-09-22,월,SSG,두산,문학,13067
2025,2025-09-23,화,삼성,두산,대구,23950
2025,2025-09-23,화,SSG,KIA,문학,19974
2025,2025-09-23,화,KT,키움,수원,12632
2025,2025-09-23,화,롯데,NC,울산,9690
2025,2025-09-24,수,키움,KIA,고척,16000
2025,2025-09-24,수,삼성,롯데,대구,23940
2025,2025-09-24,수,NC,LG,창원,10764
2025,2025-09-25,목,삼성,키움,대구,23089
2025,2025-09-25,목,SSG,KT,문학,15279
2025,2025-09-25,목,롯데,LG,울산,9315
2025,2025-09-25,목,두산,한화,잠실,23750
2025,2025-09-26,금,한화,LG,대전,17000
2025,2025-09-26,금,SSG,KT,문학,19087
2025,2025-09-26,금,롯데,삼성,사직,22669
2025,2025-09-26,금,두산,NC,잠실,18418
2025,2025-09-27,토,KIA,NC,광주,14945
2025,2025-09-27,토,한화,LG,대전,17000
2025,2025-09-27,토,두산,SSG,잠실,23750
2025,2025-09-28,일,키움,삼성,고척,16000
2025,2025-09-28,일,두산,롯데,잠실,23750
2025,2025-09-29,월,KIA,NC,광주,3634
2025,2025-09-29,월,한화,LG,대전,17000
2025,2025-09-29,월,SSG,롯데,문학,22184
2025,2025-09-30,화,키움,SSG,고척,16000
2025,2025-09-30,화,삼성,KIA,대구,23933
2025,2025-09-30,화,한화,롯데,대전,17000
2025,2025-09-30,화,LG,두산,잠실,23750
2025,2025-09-30,화,NC,KT,창원,14235
2025,2025-10-01,수,KIA,KT,광주,6777
2025,2025-10-01,수,SSG,한화,문학,23000
2025,2025-10-01,수,LG,NC,잠실,23750
2025,2025-10-02,목,KIA,SSG,광주,8043
2025,2025-10-03,금,KT,한화,수원,18700
2025,2025-10-04,토,KIA,삼성,광주,17513
2025,2025-10-04,토,NC,SSG,창원,17983
2026,2026-03-28,토,삼성,롯데,대구,24000
2026,2026-03-28,토,한화,키움,대전,17000
2026,2026-03-28,토,SSG,KIA,문학,23000
2026,2026-03-28,토,LG,KT,잠실,23750
2026,2026-03-28,토,NC,두산,창원,18128
2026,2026-03-29,일,삼성,롯데,대구,24000
2026,2026-03-29,일,한화,키움,대전,17000
2026,2026-03-29,일,SSG,KIA,문학,23000
2026,2026-03-29,일,LG,KT,잠실,23750
2026,2026-03-29,일,NC,두산,창원,18128
2026,2026-03-31,화,삼성,두산,대구,21489
2026,2026-03-31,화,한화,KT,대전,17000
2026,2026-03-31,화,SSG,키움,문학,11385
2026,2026-03-31,화,LG,KIA,잠실,23750
2026,2026-03-31,화,NC,롯데,창원,12730
2026,2026-04-01,수,삼성,두산,대구,23120
2026,2026-04-01,수,한화,KT,대전,17000
2026,2026-04-01,수,SSG,키움,문학,12921
2026,2026-04-01,수,LG,KIA,잠실,23750
2026,2026-04-01,수,NC,롯데,창원,11875
2026,2026-04-02,목,삼성,두산,대구,23617
2026,2026-04-02,목,한화,KT,대전,17000
2026,2026-04-02,목,SSG,키움,문학,11311
2026,2026-04-02,목,LG,KIA,잠실,23750
2026,2026-04-02,목,NC,롯데,창원,13176
2026,2026-04-03,금,키움,LG,고척,14150
2026,2026-04-03,금,KIA,NC,광주,20500
2026,2026-04-03,금,롯데,SSG,사직,23200
2026,2026-04-03,금,KT,삼성,수원,18700
2026,2026-04-03,금,두산,한화,잠실,23750
2026,2026-04-04,토,키움,LG,고척,16000
2026,2026-04-04,토,KIA,NC,광주,20500
2026,2026-04-04,토,롯데,SSG,사직,23200
2026,2026-04-04,토,KT,삼성,수원,18700
2026,2026-04-04,토,두산,한화,잠실,23750
2026,2026-04-05,일,키움,LG,고척,15331
2026,2026-04-05,일,KIA,NC,광주,20500
2026,2026-04-05,일,롯데,SSG,사직,23200
2026,2026-04-05,일,KT,삼성,수원,18700
2026,2026-04-05,일,두산,한화,잠실,23750
2026,2026-04-07,화,KIA,삼성,광주,12675
2026,2026-04-07,화,SSG,한화,문학,18637
2026,2026-04-07,화,롯데,KT,사직,15611
2026,2026-04-07,화,두산,키움,잠실,14435
2026,2026-04-07,화,NC,LG,창원,6855
2026,2026-04-08,수,KIA,삼성,광주,12672
2026,2026-04-08,수,SSG,한화,문학,19836
2026,2026-04-08,수,롯데,KT,사직,16080
2026,2026-04-08,수,두산,키움,잠실,15461
2026,2026-04-08,수,NC,LG,창원,8180
2026,2026-04-10,금,키움,롯데,고척,16000
2026,2026-04-10,금,삼성,NC,대구,24000
2026,2026-04-10,금,한화,KIA,대전,17000
2026,2026-04-10,금,KT,두산,수원,11337
2026,2026-04-10,금,LG,SSG,잠실,23122
2026,2026-04-11,토,키움,롯데,고척,16000
2026,2026-04-11,토,삼성,NC,대구,24000
2026,2026-04-11,토,한화,KIA,대전,17000
2026,2026-04-11,토,KT,두산,수원,18700
2026,2026-04-11,토,LG,SSG,잠실,23750
2026,2026-04-12,일,키움,롯데,고척,16000
2026,2026-04-12,일,삼성,NC,대구,24000
2026,2026-04-12,일,한화,KIA,대전,17000
2026,2026-04-12,일,KT,두산,수원,16488
2026,2026-04-12,일,LG,SSG,잠실,23750
2026,2026-04-14,화,KIA,키움,광주,9930
2026,2026-04-14,화,한화,삼성,대전,17000
2026,2026-04-14,화,SSG,두산,문학,12752
2026,2026-04-14,화,LG,롯데,잠실,23750
2026,2026-04-14,화,NC,KT,창원,4730
2026,2026-04-15,수,KIA,키움,광주,10981
2026,2026-04-15,수,한화,삼성,대전,17000
2026,2026-04-15,수,SSG,두산,문학,13755
2026,2026-04-15,수,LG,롯데,잠실,23750
2026,2026-04-15,수,NC,KT,창원,5902
2026,2026-04-16,목,KIA,키움,광주,12713
2026,2026-04-16,목,한화,삼성,대전,17000
2026,2026-04-16,목,SSG,두산,문학,13786
2026,2026-04-16,목,LG,롯데,잠실,23750
2026,2026-04-16,목,NC,KT,창원,5921
2026,2026-04-17,금,KT,키움,수원,7479
2026,2026-04-17,금,두산,KIA,잠실,23750
2026,2026-04-18,토,삼성,LG,대구,24000
2026,2026-04-18,토,롯데,한화,사직,23200
2026,2026-04-18,토,KT,키움,수원,13721
2026,2026-04-18,토,두산,KIA,잠실,23750
2026,2026-04-18,토,NC,SSG,창원,14888
2026,2026-04-19,일,삼성,LG,대구,24000
2026,2026-04-19,일,롯데,한화,사직,23200
2026,2026-04-19,일,KT,키움,수원,10403
2026,2026-04-19,일,두산,KIA,잠실,23750
2026,2026-04-19,일,NC,SSG,창원,13677
2026,2026-04-21,화,키움,NC,고척,5531
2026,2026-04-21,화,삼성,SSG,대구,23420
2026,2026-04-21,화,롯데,두산,사직,15942
2026,2026-04-21,화,KT,KIA,수원,13143
2026,2026-04-21,화,LG,한화,잠실,23750
2026,2026-04-22,수,키움,NC,고척,5793
2026,2026-04-22,수,삼성,SSG,대구,23539
2026,2026-04-22,수,롯데,두산,사직,19425
2026,2026-04-22,수,KT,KIA,수원,14428
2026,2026-04-22,수,LG,한화,잠실,23750
2026,2026-04-23,목,키움,NC,고척,6176
2026,2026-04-23,목,삼성,SSG,대구,23524
2026,2026-04-23,목,롯데,두산,사직,17334
2026,2026-04-23,목,KT,KIA,수원,15561
2026,2026-04-23,목,LG,한화,잠실,23750
2026,2026-04-24,금,키움,삼성,고척,16000
2026,2026-04-24,금,KIA,롯데,광주,20500
2026,2026-04-24,금,한화,NC,대전,17000
2026,2026-04-24,금,SSG,KT,문학,15569
2026,2026-04-24,금,두산,LG,잠실,23750
2026,2026-04-25,토,키움,삼성,고척,16000
2026,2026-04-25,토,KIA,롯데,광주,20500
2026,2026-04-25,토,한화,NC,대전,17000
2026,2026-04-25,토,SSG,KT,문학,22655
2026,2026-04-25,토,두산,LG,잠실,23750
2026,2026-04-26,일,키움,삼성,고척,16000
2026,2026-04-26,일,KIA,롯데,광주,20500
2026,2026-04-26,일,한화,NC,대전,17000
2026,2026-04-26,일,SSG,KT,문학,19484
2026,2026-04-26,일,두산,LG,잠실,23750
2026,2026-04-28,화,한화,SSG,대전,16651
2026,2026-04-28,화,롯데,키움,사직,19704
2026,2026-04-28,화,KT,LG,수원,12312
2026,2026-04-28,화,두산,삼성,잠실,23750
2026,2026-04-28,화,NC,KIA,창원,8781
2026,2026-04-29,수,한화,SSG,대전,17000
2026,2026-04-29,수,롯데,키움,사직,19362
2026,2026-04-29,수,KT,LG,수원,13711
2026,2026-04-29,수,두산,삼성,잠실,23750
2026,2026-04-29,수,NC,KIA,창원,11824
2026,2026-04-30,목,한화,SSG,대전,17000
2026,2026-04-30,목,롯데,키움,사직,23200
2026,2026-04-30,목,KT,LG,수원,18700
2026,2026-04-30,목,두산,삼성,잠실,23750
2026,2026-04-30,목,NC,KIA,창원,16616
2026,2026-05-01,금,키움,두산,고척,16000
2026,2026-05-01,금,KIA,KT,광주,20500
2026,2026-05-01,금,삼성,한화,대구,24000
2026,2026-05-01,금,SSG,롯데,문학,23000
2026,2026-05-01,금,LG,NC,잠실,23750
2026,2026-05-02,토,키움,두산,고척,16000
2026,2026-05-02,토,KIA,KT,광주,20500
2026,2026-05-02,토,삼성,한화,대구,24000
2026,2026-05-02,토,SSG,롯데,문학,23000
2026,2026-05-02,토,LG,NC,잠실,23750
2026,2026-05-03,일,키움,두산,고척,16000
2026,2026-05-03,일,KIA,KT,광주,20500
2026,2026-05-03,일,삼성,한화,대구,24000
2026,2026-05-03,일,SSG,롯데,문학,23000
2026,2026-05-03,일,LG,NC,잠실,23633
2026,2026-05-05,화,KIA,한화,광주,20500
2026,2026-05-05,화,삼성,키움,대구,24000
2026,2026-05-05,화,SSG,NC,문학,23000
2026,2026-05-05,화,KT,롯데,수원,18700
2026,2026-05-05,화,LG,두산,잠실,23750
2026,2026-05-06,수,KIA,한화,광주,18441
2026,2026-05-06,수,삼성,키움,대구,24000
2026,2026-05-06,수,SSG,NC,문학,15681
2026,2026-05-06,수,KT,롯데,수원,12531
2026,2026-05-06,수,LG,두산,잠실,23750
2026,2026-05-07,목,KIA,한화,광주,17607
2026,2026-05-07,목,삼성,키움,대구,24000
2026,2026-05-07,목,SSG,NC,문학,14364
2026,2026-05-07,목,LG,두산,잠실,22805
2026,2026-05-08,금,키움,KT,고척,6159
2026,2026-05-08,금,한화,LG,대전,16551
2026,2026-05-08,금,롯데,KIA,사직,23200
2026,2026-05-08,금,두산,SSG,잠실,23750
2026,2026-05-08,금,NC,삼성,창원,15758
2026,2026-05-09,토,키움,KT,고척,11300
